brand,model_year,price,fuel_type,engine_size,co2_emission,transmission,color
BMW,2016,19588.47459405311,Petrol,4.4,106.9798357189473,Manual,Green
Volkswagen,2004,33263.44653940793,Petrol,4.5,127.05581302817987,Automatic,Yellow
BMW,2001,30622.540432666265,Electric,4.3,88.72800435276994,Manual,Red
BMW,2008,56540.66392638908,Diesel,2.4,152.62905989569995,Manual,Yellow
Hyundai,2005,35955.745384030066,Diesel,1.7,138.7751025838925,Automatic,Gray
Toyota,2017,12620.610887177416,Hybrid,2.9,126.70881643562157,Manual,Red
Chevrolet,2013,29402.03038600996,Hybrid,2.0,107.91788273388045,Automatic,Black
Toyota,2018,36594.368621484675,Electric,1.2,169.15423161536336,Manual,Yellow
Honda,2013,26694.739142092993,Petrol,2.1,103.55618688963487,Manual,Blue
Volkswagen,2007,26347.43536071409,Hybrid,2.9,94.49339871085526,Automatic,Gray
Mercedes,2016,26738.043101589916,Diesel,1.5,110.72535275059296,Automatic,Yellow
Tesla,2002,34377.274825326596,Hybrid,4.8,144.80753033981802,Automatic,Yellow
Honda,2009,19957.84018984234,Petrol,3.6,162.99045973426587,Manual,Black
Tesla,2016,25507.79472134653,Electric,1.5,151.81166243278986,Manual,Blue
Tesla,2010,38263.84118224556,Petrol,4.2,80.71515331094757,Automatic,Blue
Mercedes,2007,26103.523842152776,Hybrid,4.7,118.24311604208363,Automatic,Yellow
Ford,2000,25624.75233525638,Electric,2.1,105.56372307496827,Manual,Green
Toyota,2012,18989.14700398344,Electric,1.6,131.91851791361773,Manual,Gray
BMW,2020,35167.3113763283,Petrol,2.3,111.2401424297325,Automatic,Black
Audi,2003,33403.51525811979,Hybrid,4.3,143.25495967712524,Manual,White
Tesla,2006,37778.915364538436,Petrol,1.7,106.33823260129664,Automatic,Blue
Volkswagen,2013,29096.533414704703,Hybrid,4.1,94.67605672560163,Manual,Yellow
Honda,2004,32526.256829436745,Hybrid,3.9,159.23644401065343,Manual,Green
Ford,2010,32458.955975336125,Diesel,3.6,119.04900595438222,Manual,Red
Tesla,2016,18600.095105746994,Electric,,146.53810961806593,Manual,White
Ford,2004,48827.56175374465,Hybrid,2.5,85.44616764837374,Manual,Green
Ford,2019,37824.467763030334,Petrol,1.3,91.407334922984,Automatic,Red
Tesla,2002,30631.99898201856,Petrol,2.4,81.96965413047111,Automatic,Gray
Hyundai,2004,28206.275595158528,Diesel,3.4,96.77926556332562,Automatic,Green
Chevrolet,2014,40591.634391092906,Diesel,4.6,99.68754400972641,Automatic,Yellow
Volkswagen,2018,30767.389726394336,Diesel,4.3,97.07398358490364,Automatic,Blue
BMW,2015,37308.97913473656,Electric,1.1,118.82322936959716,Automatic,Blue
BMW,2007,25375.820736461734,Diesel,1.6,90.01069208177925,Manual,Gray
Volkswagen,2012,22996.40561241436,Electric,4.4,97.27984583276655,Automatic,Blue
Hyundai,2015,28706.11001821897,Diesel,4.8,126.51881579848278,Manual,Green
BMW,2002,30084.62024657799,Electric,1.2,178.83080940409366,Automatic,White
Ford,2000,33388.17311797436,Hybrid,3.8,134.30313222882728,Automatic,Green
Mercedes,2008,41735.19255427838,Diesel,2.5,131.5061986153336,Automatic,White
Honda,2008,38896.25481671949,Electric,2.5,111.9735301773776,Manual,Green
Toyota,2021,40544.05410769675,Hybrid,3.6,60.57391076363603,Manual,Gray
BMW,2016,24139.124533774964,Diesel,4.2,114.01073094997835,Manual,Green
Volkswagen,2001,27640.563918649565,Hybrid,2.1,89.32683085901421,Automatic,Yellow
Mercedes,2008,37743.96457334739,Diesel,3.8,150.6892514181756,Automatic,Black
Tesla,2018,39719.57975466431,Petrol,3.5,167.15717048632348,Manual,Yellow
Chevrolet,2012,35934.816212532685,Electric,3.1,92.71139725210611,Automatic,Blue
Volkswagen,2004,25498.27717142662,Petrol,3.4,119.3661669900137,Automatic,Green
Ford,2008,21667.05679898002,Electric,1.1,79.18648842539456,Automatic,Green
Chevrolet,2012,31863.821158855684,Petrol,1.0,144.8472772944506,Automatic,Yellow
Honda,2000,22866.201597777927,Diesel,3.2,157.452548052749,Automatic,White
Honda,2014,33685.128815591896,Petrol,3.1,137.08912035666867,Manual,Red
Hyundai,2003,40005.481920628146,Diesel,1.3,129.58989161617984,Manual,Blue
Audi,2003,31512.71138968795,Electric,3.0,118.68184598927593,Automatic,White
Hyundai,2019,19553.36619062676,Diesel,4.0,134.83243704926798,Automatic,White
Mercedes,2009,25925.633284795356,Petrol,3.2,111.79060752582876,Manual,Yellow
Chevrolet,2005,36917.46615597209,Hybrid,3.1,108.82122703471487,Automatic,White
Audi,2011,33791.371396134295,Electric,3.9,157.63298872840434,Automatic,Black
Tesla,2019,34431.13920202319,Hybrid,1.7,143.45674540684138,Automatic,Gray
Ford,2015,44151.70286900595,Hybrid,2.8,102.88886917644248,Automatic,Black
Chevrolet,2002,32792.55358740854,Hybrid,1.6,174.14978628674163,Automatic,Yellow
Hyundai,2013,32540.190097994047,Hybrid,3.1,99.11845113604632,Automatic,Yellow
Toyota,2000,,Hybrid,3.4,178.00569518603442,Manual,Green
Audi,2009,20614.704767945394,Petrol,1.5,81.00897136254042,Manual,Red
Audi,2014,26439.118075338054,Diesel,1.3,115.64716396650167,Automatic,Red
Ford,2006,24092.110886552044,Diesel,1.7,133.65505721638203,Manual,Gray
BMW,2003,35239.312357201954,Hybrid,3.3,130.43652977833818,Automatic,Green
Honda,2013,22647.181363922376,Petrol,1.8,125.49589441336829,Manual,Gray
Honda,2015,34507.583270320625,Hybrid,2.1,158.19073928169666,Automatic,White
Toyota,2013,28265.842551553837,Hybrid,3.8,133.2745797972421,Manual,Red
Mercedes,2002,27150.752716374216,Electric,2.0,135.44728029319091,Automatic,White
Mercedes,2016,37294.617629828135,Petrol,2.6,101.81215289830959,Manual,Gray
Tesla,2020,19342.68014243836,Hybrid,4.7,144.58781729413724,Automatic,Red
Chevrolet,2013,26090.5292292143,Diesel,4.3,106.7459598782905,Automatic,White
Volkswagen,2017,53436.16179718457,Electric,2.0,154.195582281572,Automatic,Blue
BMW,2002,44803.34811323621,Hybrid,,163.26072203234133,Manual,Green
Hyundai,2021,15484.68037560574,Hybrid,3.7,122.36332033010378,Automatic,Blue
Volkswagen,2018,25939.54617903712,Hybrid,4.6,135.71398898876413,Automatic,White
Volkswagen,2002,,Petrol,3.2,128.52347394912977,Automatic,Black
Audi,2011,18710.34467372969,Hybrid,3.2,117.88695912517333,Manual,White
Toyota,2021,46144.248214593856,Diesel,4.6,113.39570503031943,Automatic,Red
Honda,2004,30236.64978155475,Electric,1.2,86.0074350978725,Manual,Gray
Tesla,2009,28512.62683104776,Petrol,3.5,100.1621828525479,Manual,White
Mercedes,2008,33048.52191761881,Electric,2.7,122.89810954474484,Automatic,Red
Toyota,2000,32921.04249859168,Diesel,4.6,162.97963116403537,Automatic,Red
Audi,2012,23165.163943499505,Hybrid,4.8,130.2889608350806,Automatic,Blue
Hyundai,2002,40522.27796071031,Petrol,1.7,154.14003490100805,Automatic,White
Tesla,2018,31296.28751341281,Hybrid,,67.71978168387564,Manual,Green
Audi,2010,40469.97247172913,Petrol,2.1,160.88919402393418,Manual,Black
Honda,2015,25394.893054381944,Hybrid,1.4,139.7118822776216,Automatic,Black
Honda,2005,15632.56241356764,Diesel,2.9,151.1790203237311,Automatic,Gray
Honda,2002,41498.327278894896,Diesel,3.1,61.70835679841197,Manual,Gray
Toyota,2018,,Hybrid,3.3,108.17359428381818,Automatic,Blue
Toyota,2005,39345.72908029839,Diesel,3.7,88.54334370007771,Manual,White
Mercedes,2007,39837.856884116365,Hybrid,1.3,141.3113274400952,Manual,Gray
Mercedes,2021,30154.278488551066,Petrol,3.5,135.29381678416354,Manual,White
Hyundai,2012,27064.54518046822,Diesel,4.7,148.03675727113026,Manual,Green
Tesla,2011,29266.575853459304,Petrol,2.8,108.62931371939402,Manual,Black
Ford,2009,34411.41256586953,Hybrid,1.4,144.61497858393477,Manual,Red
Ford,2002,32216.307638636314,Petrol,1.3,120.09246711380172,Automatic,Black
Audi,2003,15366.552471321596,Electric,2.1,155.19622328735613,Automatic,Blue
Honda,2000,,Hybrid,4.0,140.6651297322632,Automatic,White
Tesla,2012,41311.17546586543,Diesel,2.0,98.22756307041115,Automatic,Red
Volkswagen,2003,29989.500194896762,Diesel,4.3,128.66228976805607,Automatic,Yellow
Toyota,2021,47796.32474567494,Electric,4.3,78.46692965492565,Manual,Yellow
Chevrolet,2010,22311.698810163638,Hybrid,2.8,155.8160533318538,Manual,Red
BMW,2018,32788.25095650089,Hybrid,2.2,139.9499963099573,Manual,Blue
Hyundai,2010,22117.269499487753,Hybrid,3.4,141.12549856245403,Automatic,Red
Honda,2011,23155.395563903723,Hybrid,4.2,147.5597649959327,Manual,White
Honda,2010,23229.78352899458,Petrol,1.3,126.63380287521514,Manual,Black
Honda,2005,47677.43979809641,Hybrid,4.8,76.22930208513829,Automatic,Yellow
Toyota,2011,27982.847276860066,Petrol,3.6,148.94824019535625,Manual,White
Toyota,2008,24378.893055523375,Petrol,2.6,97.91975544223189,Automatic,Gray
BMW,2009,29978.33499379873,Diesel,3.0,95.40921534591382,Manual,Yellow
Volkswagen,2002,28220.684897136096,Hybrid,,142.56608831447645,Automatic,Red
Tesla,2002,36491.610661447,Petrol,2.7,104.29882900237298,Manual,Red
Honda,2019,13685.839747396116,Hybrid,3.4,125.02578458793352,Automatic,Yellow
Ford,2022,,Electric,1.2,141.80183145620586,Automatic,White
Mercedes,2015,36772.04395179152,Petrol,1.7,140.89508990497612,Manual,Yellow
Ford,2002,,Diesel,1.9,153.035323333069,Automatic,Green
Audi,2009,23960.390212961855,Hybrid,2.6,103.49745970715247,Automatic,Blue
Ford,2010,23602.388781544007,Diesel,2.5,110.88474039867687,Manual,Green
Audi,2007,35789.158587263555,Petrol,3.9,130.53736867302987,Manual,White
Chevrolet,2005,35439.721304699015,Petrol,2.0,81.43541676126631,Manual,Yellow
Mercedes,2019,37660.960763149335,Diesel,1.2,95.93259465913569,Manual,Black
Ford,2010,20698.416204713267,Hybrid,1.2,93.38024299911248,Manual,Blue
Chevrolet,2020,20225.425931677302,Petrol,1.0,57.009177113240476,Manual,Red
Hyundai,2011,39098.79814358069,Electric,1.2,103.84110369820935,Automatic,Green
Tesla,2015,31640.99180687857,Diesel,4.4,120.34649433500144,Manual,Green
Chevrolet,2017,25152.434625614253,Petrol,3.8,124.82013140518528,Manual,Red
Tesla,2012,28742.728045390897,Hybrid,5.0,106.18763992152148,Manual,Blue
Ford,2021,20125.339928185924,Petrol,1.1,94.22301249276433,Automatic,Blue
Volkswagen,2002,25763.164898981457,Hybrid,4.4,116.40241342403371,Manual,Blue
Chevrolet,2014,31273.717648735386,Hybrid,3.8,104.74633129838463,Automatic,Red
Mercedes,2021,32835.77535224998,Petrol,3.6,50.0,Manual,Red
Ford,2020,,Electric,2.4,94.05241500275554,Automatic,Green
Honda,2013,28482.359686038846,Hybrid,2.5,129.21800592183885,Manual,Yellow
Toyota,2017,35866.055416999305,Diesel,4.4,119.70713408105402,Manual,Green
Chevrolet,2013,29188.989447403226,Hybrid,3.9,125.72897366100754,Automatic,Red
Mercedes,2004,26423.077849876157,Hybrid,3.7,138.4625398858636,Manual,Red
Hyundai,2020,23901.623865602356,Electric,1.1,128.17664036900757,Manual,Red
Honda,2013,15859.2439321367,Hybrid,1.7,122.62833633879572,Automatic,White
Hyundai,2007,35199.35099260834,Petrol,4.9,107.85972701051229,Manual,White
Ford,2022,41708.67927237558,Electric,2.8,99.49036488990075,Automatic,White
Toyota,2014,23387.9160322588,Hybrid,4.1,121.87007286783421,Manual,Blue
Chevrolet,2014,19839.570790092483,Petrol,2.6,89.28508219922952,Manual,Red
Chevrolet,2018,25018.20264416378,Petrol,4.1,141.23372918217095,Automatic,Green
Volkswagen,2019,32324.272906800663,Hybrid,1.5,91.42499761647713,Manual,Green
Volkswagen,2005,25957.600555401248,Diesel,1.2,161.9941193805976,Automatic,White
Ford,2018,25818.466461264074,Diesel,2.9,118.34619590545593,Manual,Blue
Ford,2007,29336.613439470126,Hybrid,3.4,154.2133913548346,Automatic,Black
Toyota,2005,30806.470646394155,Hybrid,2.3,87.79195659606685,Manual,Yellow
Volkswagen,2019,32946.01730031422,Petrol,3.9,169.37309293005728,Automatic,Yellow
Mercedes,2022,27638.777191757737,Hybrid,3.0,87.47217526401948,Manual,Gray
Mercedes,2014,27496.35034778161,Hybrid,4.7,118.38418912815948,Manual,Black
Toyota,2002,14624.112329700922,Petrol,1.3,80.88898875410993,Automatic,Black
Mercedes,2009,37485.48497858712,Hybrid,1.3,120.63327467725851,Automatic,Gray
Audi,2014,32018.954858477475,Hybrid,4.6,115.79177414381407,Manual,Green
Tesla,2015,42088.510354261045,Hybrid,3.7,51.37734151328678,Automatic,Blue
Toyota,2016,,Petrol,3.7,124.34641160087277,Automatic,Gray
Toyota,2018,29411.22719953762,Hybrid,1.1,135.60886561762422,Automatic,Blue
BMW,2010,18111.883813064167,Diesel,4.8,94.24858267092911,Automatic,Black
Honda,2015,16929.894861014604,Hybrid,4.1,111.47346050680497,Manual,Gray
Honda,2004,38386.785801840684,Diesel,,113.34939449879994,Automatic,Black
Audi,2004,34492.38770828987,Hybrid,4.6,169.59569765402034,Manual,Gray
Volkswagen,2013,41723.19948590938,Petrol,3.3,125.95739705367609,Automatic,Yellow
Ford,2017,37449.986715897554,Diesel,2.6,103.60046256173405,Manual,Gray
Ford,2007,27030.95420703271,Hybrid,2.9,87.0928021623924,Automatic,Red
Hyundai,2004,11599.32776392193,Hybrid,4.1,68.6767495316962,Manual,Yellow
Audi,2006,34836.16173801883,Hybrid,4.1,116.24924275902356,Manual,White
Toyota,2015,21871.20194624781,Hybrid,3.4,123.50423849793788,Manual,Yellow
Audi,2022,28525.583705791294,Petrol,1.9,83.69856047355916,Automatic,White
Audi,2013,33296.88755579475,Electric,4.3,77.4961989883582,Automatic,Black
Audi,2004,24954.8361705503,Diesel,3.6,134.1612179260318,Automatic,Black
Honda,2008,23398.665230212333,Hybrid,1.9,149.34097039504067,Automatic,Black
Audi,2003,27542.58186934539,Petrol,2.9,111.3236955496794,Manual,Red
Tesla,2003,13630.553834894734,Electric,5.0,135.24054964876095,Automatic,Red
Ford,2015,21730.484226318255,Petrol,2.3,116.91117907665908,Manual,Black
Hyundai,2016,21614.869262476437,Hybrid,1.5,197.98260293721768,Automatic,Red
Tesla,2014,28113.216103290142,Electric,1.1,117.51165423857336,Manual,Gray
Hyundai,2003,22422.738989715435,Diesel,1.7,161.2747771970307,Manual,Gray
BMW,2005,25873.43121060394,Diesel,1.7,136.9693178849142,Manual,Gray
Hyundai,2015,26440.283065392883,Petrol,4.4,103.73407925235125,Automatic,White
Ford,2003,47021.48528099057,Diesel,1.6,137.6878365403399,Manual,Gray
Ford,2005,,Diesel,4.5,118.27147869724533,Manual,Yellow
Audi,2004,29036.93975634654,Electric,1.3,89.41990142695607,Automatic,White
Chevrolet,2015,33592.62537416905,Diesel,4.6,122.75044724505729,Automatic,Gray
BMW,2015,37365.72830498141,Electric,2.0,107.10476006655215,Manual,Black
Toyota,2009,32302.15559651949,Electric,3.4,118.51547894415594,Automatic,White
Mercedes,2008,21728.886391815027,Electric,,117.89250325337238,Manual,Red
Hyundai,2003,28903.92356306153,Diesel,2.6,113.34161044751804,Automatic,Green
Chevrolet,2013,22192.861258814883,Petrol,1.3,91.38589479753357,Manual,White
Audi,2003,27367.36661318357,Petrol,3.3,156.6224204748809,Automatic,Blue
Honda,2011,28729.074468736126,Diesel,2.4,117.82413026738178,Manual,White
Toyota,2009,38420.63709684477,Electric,4.4,126.63865842021845,Automatic,Gray
Volkswagen,2003,23647.038632695985,Diesel,1.7,114.05393245388687,Automatic,Gray
Chevrolet,2017,23006.1426465959,Hybrid,2.1,107.82996569058757,Automatic,Gray
Honda,2012,,Petrol,1.7,125.96235728698423,Automatic,Red
BMW,2012,25127.95139349775,Electric,3.3,162.18736422601344,Automatic,Black
Audi,2013,27454.6508555101,Diesel,1.4,73.24396742565813,Automatic,White
Toyota,2017,32634.58666146984,Electric,1.8,87.2783386649954,Manual,Red
Toyota,2000,23719.135474855757,Hybrid,3.7,110.13921932817489,Manual,Blue
Toyota,2020,30919.137679993266,Electric,1.3,96.36865141661704,Manual,White
BMW,2015,31018.01451895149,Hybrid,4.0,180.4646254592725,Manual,Green
Hyundai,2014,34429.406573908,Petrol,1.4,109.5612159112772,Manual,Gray
Volkswagen,2021,28313.8027976392,Electric,3.3,134.24165173462112,Manual,Red
BMW,2004,36656.67699960477,Diesel,5.0,111.47313212815783,Manual,Red
Mercedes,2005,32952.24964909103,Electric,1.7,50.0,Automatic,White
Volkswagen,2005,32593.43942705715,Electric,2.0,107.80398454810708,Manual,Green
Ford,2002,25594.496481581053,Hybrid,4.6,84.8841282689011,Automatic,Red
Audi,2015,32196.507189278007,Hybrid,,129.92630357836592,Automatic,Red
BMW,2011,32818.30305977324,Diesel,3.0,111.03833361766739,Automatic,Red
Honda,2003,25219.28468875497,Petrol,3.3,97.02555153863378,Manual,Yellow
Volkswagen,2000,39554.25970689487,Petrol,2.2,116.5836493549811,Automatic,White
Mercedes,2003,50988.04719870473,Hybrid,4.4,107.16067676488731,Automatic,Gray
Ford,2000,24742.95286765531,Diesel,4.0,150.63174401366632,Automatic,Green
Hyundai,2020,26238.51592520293,Electric,,136.82959673125242,Manual,Red
Honda,2007,26439.799701952492,Diesel,4.7,171.9657555262468,Manual,Yellow
Volkswagen,2004,,Diesel,3.3,141.66397571151748,Automatic,Red
Audi,2001,22989.675554132304,Diesel,3.0,134.68428989447676,Automatic,Black
Honda,2011,36857.82381321738,Petrol,4.9,137.9100523748713,Automatic,Green
Ford,2021,29343.89168063298,Electric,1.8,142.02301873560816,Automatic,Yellow
Honda,2016,45352.13068944201,Diesel,1.6,66.00385480105723,Manual,Green
Tesla,2006,27691.967652623916,Petrol,1.6,135.54723589557045,Automatic,Blue
Chevrolet,2010,33330.8066112634,Petrol,5.0,72.1066124169029,Automatic,Black
Hyundai,2003,,Hybrid,3.6,62.64341398463476,Automatic,Gray
Ford,2004,29118.54962194974,Electric,2.2,86.63301000135021,Manual,Yellow
Honda,2005,30702.568918830326,Diesel,2.0,127.61272119480346,Automatic,Black
Chevrolet,2010,13167.324983918144,Electric,1.2,80.99075823472802,Manual,White
Chevrolet,2000,23400.29998552424,Hybrid,1.5,135.25185860255854,Manual,Black
Honda,2009,35087.44350947933,Hybrid,4.6,169.0671917728724,Automatic,White
Audi,2019,34661.339465764846,Diesel,4.0,110.76305962850716,Automatic,Black
Tesla,2020,20012.99700340888,Petrol,4.8,126.09182754677605,Manual,Black
BMW,2010,27112.30538617874,Hybrid,2.7,98.92560251166867,Automatic,Blue
Tesla,2016,11043.088034018267,Petrol,,83.24145121732897,Automatic,Yellow
Honda,2007,29972.50352348986,Hybrid,2.9,114.1623696103164,Manual,Green
Hyundai,2012,40082.39910175667,Electric,4.5,96.61774531480225,Manual,White
BMW,2019,40428.975492257974,Diesel,5.0,106.15310817637857,Manual,Gray
Ford,2017,40144.550344990465,Hybrid,4.7,98.08141906058071,Manual,Green
Tesla,2021,34215.74425150527,Electric,3.4,79.80346127961062,Automatic,Red
Honda,2015,39265.63661981668,Hybrid,1.2,116.46546143420953,Automatic,Gray
Tesla,2001,28485.89797322942,Diesel,3.5,62.188319879202815,Automatic,Black
BMW,2004,25825.03467260807,Electric,1.4,135.1589494459988,Manual,Gray
Mercedes,2017,,Petrol,1.6,69.29967636448842,Automatic,Black
Volkswagen,2002,32307.676496369586,Hybrid,1.8,102.19928839599537,Manual,Black
Tesla,2021,15638.099404773668,Hybrid,2.5,155.0421919308981,Automatic,Red
Ford,2016,,Electric,3.4,141.45423176210352,Manual,Blue
Ford,2015,28241.197174764824,Diesel,2.3,119.9537292074684,Manual,Yellow
Toyota,2005,24662.994399973086,Hybrid,2.8,185.75178641791172,Manual,Blue
Tesla,2018,37831.236419694585,Electric,1.2,122.81006964447849,Automatic,Red
Volkswagen,2006,36752.521810576145,Diesel,3.5,151.7351889300836,Manual,Gray
Audi,2017,22344.955682834156,Hybrid,3.6,101.2113990655024,Manual,White
Chevrolet,2013,28743.297677284143,Electric,1.4,50.0,Manual,Red
Volkswagen,2005,22732.567498006094,Diesel,4.1,126.81865940504714,Automatic,Green
Chevrolet,2007,22944.442213946695,Hybrid,3.6,133.3136660939367,Manual,Black
Chevrolet,2014,10000.0,Hybrid,3.0,132.36738469926576,Automatic,Green
Mercedes,2014,21888.06433767223,Diesel,3.2,76.74516862310642,Manual,Blue
Toyota,2014,28630.821684521045,Diesel,3.0,209.34622651565036,Manual,Blue
Volkswagen,2015,10000.0,Electric,1.2,86.85353427732404,Automatic,Gray
Volkswagen,2000,19025.18039339047,Hybrid,3.9,123.06188481673486,Automatic,White
Mercedes,2010,34856.41400860669,Hybrid,3.0,127.5203012613194,Manual,Green
Tesla,2004,18701.574846025494,Electric,1.7,144.57733911682288,Automatic,Red
Tesla,2004,28742.138221540605,Hybrid,3.7,99.31490435841306,Automatic,Black
Tesla,2020,,Hybrid,3.8,135.68830950260937,Manual,Green
Hyundai,2005,33275.50043457311,Hybrid,1.9,168.55311240464837,Automatic,Black
Chevrolet,2001,27393.968007506148,Petrol,4.2,106.24804510975169,Manual,White
Hyundai,2005,22658.60673912416,Diesel,2.8,104.82419213416048,Automatic,Gray
Toyota,2013,10000.0,Petrol,1.7,89.70483158567117,Automatic,Green
Mercedes,2010,22849.075557340155,Petrol,3.6,127.2971941987407,Automatic,White
Volkswagen,2003,35317.933433889935,Diesel,3.4,93.37228686910336,Automatic,Gray
Chevrolet,2008,42400.47242897164,Petrol,1.7,140.74716806185043,Automatic,Gray
Hyundai,2002,28245.939192554826,Electric,4.5,105.50293845880293,Automatic,Green
Hyundai,2015,29199.344656870133,Petrol,4.4,112.81794760424219,Manual,Red
Honda,2010,24580.29128153156,Electric,4.3,90.12722549648534,Manual,Red
Hyundai,2003,39834.26689092742,Diesel,2.6,184.52002044856033,Automatic,Black
Audi,2000,28074.727828561692,Hybrid,4.3,123.05644452658164,Automatic,Blue
Volkswagen,2020,37149.829713940286,Diesel,4.4,85.4087351096534,Automatic,Green
Audi,2021,31985.67215538781,Diesel,5.0,128.31450513277457,Automatic,Gray
Volkswagen,2015,30983.242354100985,Petrol,4.8,69.16148194507463,Automatic,Black
Mercedes,2018,21837.951782429976,Diesel,2.5,100.24842361992181,Manual,Green
Volkswagen,2015,44260.75707451668,Diesel,1.8,132.76636200232392,Automatic,Blue
Audi,2010,41727.46948747806,Electric,2.2,135.60623326942323,Manual,Black
Volkswagen,2007,48193.56514941352,Hybrid,3.0,146.8538221196037,Manual,Gray
Mercedes,2022,21204.880386895064,Petrol,4.2,159.0934184655771,Automatic,Blue
Mercedes,2000,32112.244004828386,Hybrid,3.9,114.7132832618962,Manual,White
Toyota,2020,23653.487672664203,Hybrid,4.2,146.80029228053854,Manual,Red
Volkswagen,2008,33549.29295658749,Hybrid,2.5,144.0978333221197,Manual,Red
Honda,2011,32337.785828207867,Petrol,2.0,145.30735078439463,Manual,Yellow
Tesla,2021,26688.108423000635,Diesel,1.1,75.51223729855455,Automatic,Blue
Ford,2007,28171.04165192962,Hybrid,3.5,127.78387991024354,Automatic,Green
Mercedes,2016,46726.14528073536,Petrol,4.2,111.29345899157137,Manual,Blue
BMW,2009,28917.502172573557,Diesel,4.6,159.10996448370742,Automatic,Gray
Tesla,2006,12379.386743521714,Hybrid,2.9,123.21925528398089,Automatic,Blue
Chevrolet,2018,25710.79139307904,Electric,4.7,108.06369280351794,Manual,Green
Volkswagen,2005,21237.847423387888,Petrol,1.8,110.67322861795961,Automatic,Red
Audi,2020,22641.862720789184,Hybrid,3.1,108.95058019037378,Automatic,Gray
Ford,2018,35674.78087479052,Petrol,1.9,124.72822366200275,Manual,Green
BMW,2017,37127.30180856316,Electric,1.8,129.66003673467978,Automatic,Black
Tesla,2014,,Petrol,4.8,113.94905164892232,Automatic,Yellow
Volkswagen,2001,25594.522166274248,Diesel,4.3,110.29067182853713,Automatic,Red
Toyota,2013,24414.729198628906,Hybrid,1.0,91.34719051241663,Manual,Yellow
Chevrolet,2020,42144.8338431611,Petrol,2.1,163.27322362312594,Automatic,White
Ford,2009,37366.390822047615,Petrol,1.8,111.73916862881846,Automatic,Gray
Honda,2015,35415.52586920197,Hybrid,1.6,127.19242764620779,Automatic,White
Toyota,2006,21743.541492900913,Electric,3.8,132.48663074734478,Automatic,Blue
BMW,2007,16325.925354421448,Electric,,128.20480803302357,Manual,Black
Ford,2009,39843.81828014636,Hybrid,,106.1902731244783,Manual,Yellow
Toyota,2014,,Hybrid,1.8,137.83866658029487,Manual,Blue
Chevrolet,2007,15947.443237323876,Diesel,,162.92748371777873,Manual,Red
Honda,2012,47931.89428098425,Petrol,2.4,140.2392099773464,Manual,Black
Toyota,2011,29151.9027744525,Petrol,4.1,133.01654483797103,Manual,Green
Hyundai,2007,,Electric,,139.45102332522947,Manual,Red
Honda,2014,19456.91244552325,Diesel,1.7,121.97771783012085,Automatic,Black
BMW,2011,15801.930794807806,Petrol,2.4,111.71598520147757,Manual,White
Chevrolet,2010,11889.576962296327,Diesel,2.1,177.42995456327859,Manual,Red
Volkswagen,2018,38246.578979453865,Hybrid,1.2,165.99707489978005,Automatic,Green
Audi,2013,29338.10774577091,Petrol,1.9,105.56988055401924,Manual,Red
Audi,2017,33686.25926171533,Hybrid,4.6,154.04139782516467,Manual,Yellow
Audi,2012,39064.935617142,Electric,4.4,133.991013777105,Automatic,Yellow
Ford,2003,29233.603615901353,Electric,1.7,123.89630453258351,Automatic,Blue
BMW,2016,43515.73261332918,Hybrid,2.5,165.23496307119822,Automatic,Green
Chevrolet,2018,23396.687506861075,Electric,2.2,123.50300737533917,Manual,Gray
Honda,2008,26659.098197152805,Hybrid,1.6,127.64377532341909,Automatic,Green
Ford,2022,22777.426000994892,Hybrid,3.5,134.66839391500474,Manual,Red
BMW,2006,36684.05005403189,Hybrid,3.2,82.96474430200549,Automatic,Green
Volkswagen,2000,38908.48056704137,Electric,2.7,128.19646002698158,Automatic,Yellow
Hyundai,2006,26376.620368440894,Electric,4.4,78.46887613880851,Manual,Yellow
Chevrolet,2006,,Electric,3.5,137.56611505622712,Automatic,Black
Audi,2019,39844.89067393379,Hybrid,2.0,136.29739162380758,Manual,Blue
Toyota,2006,22954.006977367128,Diesel,2.5,155.26325696998552,Automatic,Gray
Chevrolet,2007,26777.59237404775,Electric,1.6,138.7732633458701,Manual,Yellow
Mercedes,2015,21413.947074261698,Diesel,3.4,197.29619019905078,Manual,Red
BMW,2002,32299.668491654636,Electric,3.3,77.63413344111899,Automatic,White
Tesla,2012,,Petrol,4.5,119.42625661892134,Manual,Green
Volkswagen,2009,35611.25886029873,Petrol,,151.47651180964624,Automatic,Blue
Hyundai,2017,25521.921922219713,Petrol,4.3,154.27556930052708,Manual,Green
Volkswagen,2006,34302.756784061385,Diesel,3.2,102.79589835227559,Manual,White
Chevrolet,2020,22602.520624357705,Electric,3.6,155.58703404601866,Automatic,Black
Tesla,2020,39810.10301948386,Hybrid,4.1,76.08876635272264,Automatic,Blue
Mercedes,2004,26000.779185616397,Diesel,1.4,95.84366616214302,Automatic,Blue
Honda,2022,30720.545630019467,Electric,2.2,132.34403274967895,Automatic,Blue
Toyota,2021,20496.796969327333,Petrol,1.7,128.40578079374208,Manual,Gray
Tesla,2006,29871.35909871692,Diesel,3.0,157.63390811414007,Manual,Green
BMW,2021,20793.700181534852,Electric,4.4,146.76267562851433,Automatic,Gray
Audi,2016,29648.84066418556,Hybrid,1.9,106.8683315832556,Manual,Red
Mercedes,2003,22307.736787765727,Diesel,3.9,157.75300604983246,Automatic,White
